elapsed_s,gnss_available
1153.8,True
1153.899,True
1153.999,True
1154.1,True
1154.199,True
1154.299,True
1154.4,True
1154.499,True
1154.6,True
1154.699,True
1154.8,True
1154.9,True
1154.999,True
1155.099,True
1155.199,True
1155.299,True
1155.399,True
1155.499,True
1155.6,True
1155.7,True
1155.799,True
1155.899,True
1156.0,True
1156.099,True
1156.2,True
1156.299,True
1156.399,True
1156.5,True
1156.6,True
1156.699,True
1156.8,True
1156.899,True
1156.999,True
1157.099,True
1157.199,True
1157.3,True
1157.399,True
1157.499,True
1157.6,True
1157.699,True
1157.799,True
1157.9,True
1157.999,True
1158.1,True
1158.2,True
1158.3,True
1158.4,True
1158.5,True
1158.599,True
1158.699,True
1158.8,True
1158.901,True
1158.999,True
1159.099,True
1159.199,True
1159.3,True
1159.4,True
1159.5,True
1159.599,True
1159.699,True
1159.8,True
1159.9,True
1159.999,True
1160.099,True
1160.199,True
1160.299,True
1160.399,True
1160.499,True
1160.6,True
1160.699,True
1160.801,True
1160.9,True
1160.999,True
1161.1,True
1161.2,True
1161.299,True
1161.399,True
1161.5,True
1161.6,True
1161.699,True
1161.8,True
1161.899,True
1162.0,True
1162.099,True
1162.2,True
1162.299,True
1162.4,True
1162.5,True
1162.6,True
1162.7,True
1162.799,True
1162.899,True
1163.0,True
1163.1,True
1163.2,True
1163.3,True
1163.4,True
1163.5,True
1163.602,True
1163.699,True
1163.799,True
1163.899,True
1163.999,True
1164.099,True
1164.199,True
1164.299,True
1164.4,True
1164.5,True
1164.6,True
1164.7,True
1164.799,True
1164.899,True
1164.999,True
1165.1,True
1165.199,True
1165.299,True
1165.399,True
1165.499,True
1165.599,True
1165.7,True
1165.8,True
1165.9,True
1165.999,True
1166.1,True
1166.2,True
1166.299,True
1166.399,True
1166.5,True
1166.599,True
1166.699,True
1166.8,True
1166.902,True
1166.999,True
1167.1,True
1167.199,True
1167.3,True
1167.4,True
1167.5,True
1167.599,True
1167.699,True
1167.799,True
1167.9,True
1167.999,True
1168.099,True
1168.199,True
1168.299,True
1168.399,True
1168.499,True
1168.6,True
1168.7,True
1168.799,True
1168.899,True
1169.0,True
1169.1,True
1169.2,True
1169.3,True
1169.4,True
1169.5,True
1169.599,True
1169.699,True
1169.799,True
1169.899,True
1170.0,True
1170.099,True
1170.2,True
1170.3,True
1170.4,True
1170.499,True
1170.599,True
1170.699,True
1170.799,True
1170.899,True
1171.0,True
1171.099,True
1171.2,True
1171.3,True
1171.4,True
1171.499,True
1171.599,True
1171.7,True
1171.799,True
1171.9,True
1172.0,True
1172.1,True
1172.2,True
1172.3,True
1172.399,True
1172.5,True
1172.599,True
1172.7,True
1172.8,True
1172.9,True
1172.999,True
1173.099,True
1173.199,True
1173.3,True
1173.4,True
1173.5,True
1173.6,True
1173.699,True
1173.8,True
1173.9,True
1173.999,True
1174.099,True
1174.2,True
1174.299,True
1174.4,True
1174.5,True
1174.6,True
1174.699,True
1174.8,True
1174.9,True
1174.999,True
1175.1,True
1175.2,True
1175.3,True
1175.4,True
1175.5,True
1175.599,True
1175.699,True
1175.799,True
1175.9,True
1175.999,True
1176.1,True
1176.199,True
1176.3,True
1176.4,True
1176.5,True
1176.599,True
1176.699,True
1176.799,True
1176.899,True
1176.999,True
1177.099,True
1177.199,True
1177.299,True
1177.4,True
1177.5,True
1177.599,True
1177.7,True
1177.8,True
1177.9,True
1177.999,True
1178.099,True
1178.199,True
1178.3,True
1178.399,True
1178.499,True
1178.599,True
1178.7,True
1178.8,True
1178.899,True
1178.999,True
1179.1,True
1179.2,True
1179.299,True
1179.4,True
1179.5,True
1179.599,True
1179.699,True
1179.8,True
1179.899,True
1179.999,True
1180.099,True
1180.199,True
1180.3,True
1180.4,True
1180.499,True
1180.6,True
1180.7,True
1180.799,True
1180.9,True
1180.999,True
1181.099,True
1181.2,True
1181.299,True
1181.4,True
1181.499,True
1181.6,True
1181.7,True
1181.8,True
1181.899,True
1182.0,True
1182.099,True
1182.199,True
1182.299,True
1182.399,True
1182.499,True
1182.6,True
1182.699,True
1182.799,True
1182.9,True
1182.999,True
1183.099,True
1183.199,True
1183.299,True
1183.4,True
1183.5,True
1183.6,True
1183.699,True
1183.8,True
1183.899,True
1184.0,True
1184.099,True
1184.2,True
1184.3,True
1184.399,True
1184.499,True
1184.599,True
1184.699,True
1184.8,True
1184.9,True
1184.999,True
1185.099,True
1185.199,True
1185.299,True
1185.399,True
1185.499,True
1185.599,True
1185.699,True
1185.799,True
1185.9,True
1186.0,True
1186.1,True
1186.2,True
1186.3,True
1186.399,True
1186.499,True
1186.6,True
1186.699,True
1186.8,True
1186.9,True
1186.999,True
1187.099,True
1187.199,True
1187.299,True
1187.4,True
1187.499,True
1187.6,True
1187.7,True
1187.799,True
1187.9,True
1187.999,True
1188.1,True
1188.199,True
1188.299,True
1188.399,True
1188.499,True
1188.599,True
1188.699,True
1188.799,True
1188.9,True
1188.999,True
1189.1,True
1189.2,True
1189.299,True
1189.399,True
1189.499,True
1189.599,True
1189.699,True
1189.799,True
1189.899,True
1189.999,True
1190.1,True
1190.2,True
1190.3,True
1190.399,True
1190.499,True
1190.6,True
1190.7,True
1190.799,True
1190.9,True
1190.999,True
1191.099,True
1191.199,True
1191.299,True
1191.399,True
1191.499,True
1191.6,True
1191.7,True
1191.8,True
1191.9,True
1191.999,True
1192.1,True
1192.199,True
1192.3,True
1192.399,True
1192.499,True
1192.6,True
1192.699,True
1192.8,True
1192.902,True
1192.999,True
1193.1,True
1193.2,True
1193.299,True
1193.399,True
1193.5,True
1193.6,True
1193.7,True
1193.799,True
1193.9,True
1193.999,True
1194.099,True
1194.2,True
1194.299,True
1194.399,True
1194.499,True
1194.6,True
1194.699,True
1194.799,True
1194.9,True
1195.0,True
1195.099,True
1195.199,True
1195.299,True
1195.399,True
1195.5,True
1195.599,True
1195.699,True
1195.8,True
1195.9,True
1195.999,True
1196.1,True
1196.2,True
1196.3,True
1196.4,True
1196.5,True
1196.6,True
1196.699,True
1196.8,True
1196.899,True
1196.999,True
1197.099,True
1197.199,True
1197.3,True
1197.4,True
1197.5,True
1197.6,True
1197.7,True
1197.8,True
1197.899,True
1197.999,True
1198.1,True
1198.199,True
1198.299,True
1198.399,True
1198.499,True
1198.599,True
1198.7,True
1198.8,True
1198.9,True
1198.999,True
1199.1,True
1199.199,True
1199.3,True
1199.399,True
1199.499,True
1199.6,True
1199.7,True
1199.799,True
1199.899,True
1200.0,True
1200.099,True
1200.199,True
1200.299,True
1200.4,True
1200.499,True
1200.599,True
1200.7,True
1200.799,True
1200.901,True
1200.999,True
1201.1,True
1201.2,True
1201.299,True
1201.399,True
1201.499,True
1201.599,True
1201.699,True
1201.8,True
1201.9,True
1202.0,True
1202.099,True
1202.2,True
1202.299,True
1202.4,True
1202.499,True
1202.599,True
1202.699,True
1202.799,True
1202.9,True
1203.0,True
1203.099,True
1203.2,True
1203.299,True
1203.399,True
1203.499,True
1203.6,True
1203.699,True
1203.8,True
1203.9,True
1204.0,True
1204.099,True
1204.2,True
1204.299,True
1204.399,True
1204.499,True
1204.599,True
1204.699,True
1204.799,True
1204.899,True
1204.999,True
1205.1,True
1205.199,True
1205.299,True
1205.399,True
1205.5,True
1205.599,True
1205.7,True
1205.799,True
1205.9,True
1206.0,True
1206.099,True
1206.199,True
1206.299,True
1206.399,True
1206.499,True
1206.599,True
1206.699,True
1206.8,True
1206.9,True
1206.999,True
1207.099,True
1207.2,True
1207.3,True
1207.4,True
1207.5,True
1207.6,True
1207.699,True
1207.799,True
1207.901,True
1207.999,True
1208.1,True
1208.199,True
1208.299,True
1208.399,True
1208.499,True
1208.6,True
1208.7,True
1208.8,True
1208.899,True
1208.999,True
1209.1,True
1209.2,True
1209.3,True
1209.4,True
1209.5,True
1209.599,True
1209.7,True
1209.799,True
1209.899,True
1210.0,True
1210.1,True
1210.2,True
1210.3,True
1210.4,True
1210.499,True
1210.599,True
1210.7,True
1210.8,True
1210.899,True
1210.999,True
1211.099,True
1211.2,True
1211.3,True
1211.399,True
1211.499,True
1211.599,True
1211.7,True
1211.799,True
1211.899,True
1212.0,True
1212.099,True
1212.2,True
1212.3,True
1212.4,True
1212.499,True
1212.6,True
1212.699,True
1212.799,True
1212.9,True
1213.0,True
1213.099,True
1213.199,True
1213.299,True
1213.399,True
1213.5,True
1213.599,True
1213.7,True
1213.799,True
1213.899,True
1214.0,True
1214.099,True
1214.199,True
1214.3,True
1214.399,True
1214.499,True
1214.6,True
1214.699,True
1214.799,True
1214.9,True
1215.0,True
1215.099,True
1215.199,True
1215.3,True
1215.4,True
1215.5,True
1215.599,True
1215.699,True
1215.8,True
1215.9,True
1215.999,True
1216.1,True
1216.199,True
1216.299,True
1216.4,True
1216.499,True
1216.6,True
1216.7,True
1216.8,True
1216.9,True
1216.999,True
1217.1,True
1217.2,True
1217.299,True
1217.399,True
1217.499,True
1217.6,True
1217.7,True
1217.8,True
1217.9,True
1218.0,True
1218.099,True
1218.199,True
1218.299,True
1218.399,True
1218.499,True
1218.599,True
1218.699,True
1218.8,True
1218.899,True
1219.0,True
1219.099,True
1219.199,True
1219.299,True
1219.4,True
1219.499,True
1219.6,True
1219.7,True
1219.8,True
1219.9,True
1219.999,True
1220.099,True
1220.199,True
1220.3,True
1220.4,True
1220.5,True
1220.599,True
1220.699,True
1220.799,True
1220.899,True
1220.999,True
1221.1,True
1221.2,True
1221.3,True
1221.399,True
1221.5,True
1221.599,True
1221.699,True
1221.799,True
1221.899,True
1222.0,True
1222.099,True
1222.2,True
1222.299,True
1222.4,True
1222.5,True
1222.599,True
1222.7,True
1222.8,True
1222.899,True
1223.0,True
1223.099,True
1223.199,True
1223.299,True
1223.399,True
1223.499,True
1223.599,True
1223.699,True
1223.799,True
1223.9,True
1223.999,True
1224.1,True
1224.2,True
1224.3,True
1224.4,True
1224.5,True
1224.6,True
1224.7,True
1224.8,True
1224.899,True
1224.999,True
1225.1,True
1225.199,True
1225.3,True
1225.399,True
1225.499,True
1225.599,True
1225.699,True
1225.799,True
1225.9,True
1226.001,True
1226.1,True
1226.199,True
1226.3,True
1226.4,True
1226.5,True
1226.599,True
1226.699,True
1226.799,True
1226.899,True
1227.0,True
1227.099,True
1227.2,True
1227.3,True
1227.4,True
1227.5,True
1227.599,True
1227.699,True
1227.8,True
1227.899,True
1228.0,True
1228.099,True
1228.2,True
1228.3,True
1228.399,True
1228.499,True
1228.599,True
1228.699,True
1228.799,True
1228.9,True
1228.999,True
1229.099,True
1229.199,True
1229.3,True
1229.4,True
1229.5,True
1229.599,True
1229.699,True
1229.799,True
1229.899,True
1229.999,True
1230.1,True
1230.199,True
1230.299,True
1230.399,True
1230.5,True
1230.6,True
1230.7,True
1230.8,True
1230.899,True
1231.0,True
1231.099,True
1231.2,True
1231.299,True
1231.399,True
1231.5,True
1231.6,True
1231.699,True
1231.799,True
1231.9,True
1231.999,True
1232.1,True
1232.2,True
1232.3,True
1232.399,True
1232.5,True
1232.599,True
1232.7,True
1232.8,True
1232.901,True
1232.999,True
1233.1,True
1233.199,True
1233.3,True
1233.4,True
1233.499,True
1233.599,True
1233.7,True
1233.799,True
1233.901,True
1233.999,True
1234.099,True
1234.2,True
1234.299,True
1234.4,True
1234.499,True
1234.6,True
1234.699,True
1234.799,True
1234.9,True
1234.999,True
1235.099,True
1235.2,True
1235.299,True
1235.399,True
1235.499,True
1235.599,True
1235.699,True
1235.799,True
1235.899,True
1236.0,True
1236.1,True
1236.199,True
1236.299,True
1236.399,True
1236.5,True
1236.599,True
1236.7,True
1236.8,True
1236.9,True
1236.999,True
1237.1,True
1237.199,True
1237.299,True
1237.4,True
1237.499,True
1237.599,True
1237.699,True
1237.8,True
1237.899,True
1238.0,True
1238.099,True
1238.199,True
1238.3,True
1238.399,True
1238.499,True
1238.599,True
1238.699,True
1238.8,True
1238.903,True
1238.999,True
1239.1,True
1239.2,True
1239.299,True
1239.399,True
1239.499,True
1239.6,True
1239.7,True
1239.8,True
1239.9,True
1239.999,True
1240.099,True
1240.199,True
1240.299,True
1240.399,True
1240.5,True
1240.6,True
1240.7,True
1240.8,True
1240.9,True
1241.0,True
1241.1,True
1241.199,True
1241.299,True
1241.4,True
1241.5,True
1241.6,True
1241.699,True
1241.8,True
1241.899,True
1242.0,True
1242.099,True
1242.2,True
1242.3,True
1242.4,True
1242.499,True
1242.6,True
1242.7,True
1242.799,True
1242.902,True
1242.999,True
1243.099,True
1243.199,True
1243.3,True
1243.399,True
1243.499,True
1243.599,True
1243.7,True
1243.799,True
1243.9,True
1244.0,True
1244.099,True
1244.199,True
1244.299,True
1244.399,True
1244.5,True
1244.6,True
1244.7,True
1244.8,True
1244.899,True
1244.999,True
1245.099,True
1245.199,True
1245.299,True
1245.4,True
1245.5,True
1245.6,True
1245.699,True
1245.8,True
1245.899,True
1246.0,True
1246.1,True
1246.2,True
1246.3,True
1246.399,True
1246.499,True
1246.6,True
1246.7,True
1246.8,True
1246.9,True
1246.999,True
1247.099,True
1247.2,True
1247.299,True
1247.399,True
1247.499,True
1247.599,True
1247.7,True
1247.8,True
1247.899,True
1247.999,True
1248.1,True
1248.199,True
1248.3,True
1248.4,True
1248.5,True
1248.599,True
1248.7,True
1248.799,True
1248.899,True
1248.999,True
1249.099,True
1249.2,True
1249.299,True
1249.399,True
1249.499,True
1249.599,True
1249.7,True
1249.8,True
1249.9,True
1250.0,True
1250.099,True
1250.2,True
1250.3,True
1250.4,True
1250.5,True
1250.6,True
1250.7,True
1250.8,True
1250.899,True
1251.0,True
1251.099,True
1251.2,True
1251.299,True
1251.399,True
1251.499,True
1251.599,True
1251.7,True
1251.8,True
1251.899,True
1252.0,True
1252.099,True
1252.199,True
1252.3,True
1252.399,True
1252.499,True
1252.599,True
1252.699,True
1252.799,True
1252.899,True
1253.0,True
1253.099,True
1253.2,True
1253.299,True
1253.4,True
1253.499,True
1253.599,True
1253.699,True
1253.799,True
1253.899,True
1254.0,True
1254.099,True
1254.199,True
1254.299,True
1254.399,True
1254.499,True
1254.599,True
1254.699,True
1254.8,True
1254.899,True
1254.999,True
1255.099,True
1255.199,True
1255.3,True
1255.4,True
1255.5,True
1255.6,True
1255.7,True
1255.799,True
1255.899,True
1255.999,True
1256.1,True
1256.2,True
1256.299,True
1256.399,True
1256.499,True
1256.599,True
1256.699,True
1256.8,True
1256.901,True
1257.0,True
1257.1,True
1257.199,True
1257.3,True
1257.4,True
1257.5,True
1257.6,True
1257.7,True
1257.8,True
1257.9,True
1258.0,True
1258.099,True
1258.2,True
1258.299,True
1258.4,True
1258.499,True
1258.6,True
1258.7,True
1258.8,True
1258.9,True
1258.999,True
1259.1,True
1259.2,True
1259.299,True
1259.4,True
1259.499,True
1259.6,True
1259.7,True
1259.799,True
1259.899,True
1259.999,True
1260.099,True
1260.2,True
1260.299,True
1260.399,True
1260.499,True
1260.599,True
1260.699,True
1260.799,True
1260.899,True
1260.999,True
1261.099,True
1261.2,True
1261.3,True
1261.4,True
1261.499,True
1261.599,True
1261.7,True
1261.799,True
1261.899,True
1262.0,True
1262.1,True
1262.199,True
1262.3,True
1262.4,True
1262.499,True
1262.599,True
1262.7,True
1262.799,True
1262.899,True
1263.0,True
1263.099,True
1263.199,True
1263.3,True
1263.4,True
1263.499,True
1263.599,True
1263.7,True
1263.8,True
1263.899,True
1264.0,True
1264.1,True
1264.2,True
1264.299,True
1264.399,True
1264.5,True
1264.6,True
1264.699,True
1264.8,True
1264.901,True
1264.999,True
1265.1,True
1265.2,True
1265.299,True
1265.4,True
1265.5,True
1265.6,True
1265.7,True
1265.8,True
1265.9,True
1265.999,True
1266.099,True
1266.199,True
1266.299,True
1266.4,True
1266.5,True
1266.6,True
1266.7,True
1266.8,True
1266.899,True
1266.999,True
1267.099,True
1267.199,True
1267.3,True
1267.399,True
1267.499,True
1267.599,True
1267.699,True
1267.799,True
1267.9,True
1268.0,True
1268.1,True
1268.2,True
1268.3,True
1268.399,True
1268.499,True
1268.599,True
1268.699,True
1268.799,True
1268.899,True
1269.0,True
1269.1,True
1269.199,True
1269.299,True
1269.399,True
1269.499,True
1269.599,True
1269.7,True
1269.799,True
1269.899,True
1270.0,True
1270.099,True
1270.2,True
1270.3,True
1270.399,True
1270.5,True
1270.6,True
1270.7,True
1270.799,True
1270.899,True
1271.0,True
1271.099,True
1271.2,True
1271.299,True
1271.399,True
1271.5,True
1271.599,True
1271.699,True
1271.799,True
1271.9,True
1272.0,True
1272.099,True
1272.2,True
1272.3,True
1272.4,True
1272.5,True
1272.6,True
1272.7,True
1272.8,True
1272.899,True
1273.0,True
1273.099,True
1273.2,True
1273.3,True
1273.4,True
1273.499,True
1273.599,True
1273.699,True
1273.799,True
1273.9,True
1274.0,True
1274.099,True
1274.2,True
1274.3,True
1274.4,True
1274.499,True
1274.599,True
1274.699,True
1274.799,True
1274.9,True
1274.999,True
1275.099,True
1275.199,True
1275.299,True
1275.399,True
1275.499,True
1275.599,True
1275.7,True
1275.8,True
1275.9,True
1275.999,True
1276.1,True
1276.199,True
1276.3,True
1276.399,True
1276.5,True
1276.599,True
1276.699,True
1276.8,True
1276.899,True
1276.999,True
1277.1,True
1277.2,True
1277.3,True
1277.399,True
1277.499,True
1277.6,True
1277.699,True
1277.799,True
1277.899,True
1278.0,True
1278.1,True
1278.2,True
1278.3,True
1278.4,True
1278.499,True
1278.599,True
1278.7,True
1278.8,True
1278.9,True
1278.999,True
1279.099,True
1279.2,True
1279.299,True
1279.399,True
1279.499,True
1279.599,True
1279.7,True
1279.799,True
1279.899,True
1279.999,True
1280.099,True
1280.2,True
1280.299,True
1280.399,True
1280.5,True
1280.599,True
1280.699,True
1280.799,True
1280.9,True
1280.999,True
1281.1,True
1281.2,True
1281.299,True
1281.4,True
1281.499,True
1281.599,True
1281.699,True
1281.8,True
1281.904,True
1282.0,True
1282.1,True
1282.2,True
1282.299,True
1282.4,True
1282.499,True
1282.599,True
1282.699,True
1282.799,True
1282.899,True
1282.999,True
1283.099,True
1283.199,True
1283.299,True
1283.4,True
1283.5,True
1283.599,True
1283.7,True
1283.799,True
1283.9,True
1283.999,True
1284.099,True
1284.199,True
1284.299,True
1284.4,True
1284.499,True
1284.6,True
1284.699,True
1284.799,True
1284.9,True
1285.002,True
1285.1,True
1285.2,True
1285.3,True
1285.4,True
1285.5,True
1285.6,True
1285.699,True
1285.799,True
1285.899,True
1285.999,True
1286.1,True
1286.2,True
1286.3,True
1286.399,True
1286.499,True
1286.6,True
1286.7,True
1286.799,True
1286.899,True
1287.0,True
1287.099,True
1287.2,True
1287.299,True
1287.399,True
1287.499,True
1287.599,True
1287.699,True
1287.799,True
1287.899,True
1288.0,True
1288.099,True
1288.2,True
1288.3,True
1288.4,True
1288.5,True
1288.6,True
1288.699,True
1288.8,True
1288.899,True
1289.0,True
1289.099,True
1289.199,True
1289.299,True
1289.4,True
1289.5,True
1289.6,True
1289.7,True
1289.799,True
1289.9,True
1289.999,True
1290.1,True
1290.199,True
1290.299,True
1290.399,True
1290.5,True
1290.6,True
1290.7,True
1290.8,True
1290.9,True
1290.999,True
1291.1,True
1291.199,True
1291.3,True
1291.399,True
1291.5,True
1291.599,True
1291.699,True
1291.799,True
1291.901,True
1291.999,True
1292.099,True
1292.199,True
1292.3,True
1292.4,True
1292.5,True
1292.599,True
1292.699,True
1292.799,True
1292.899,True
1293.0,True
1293.099,True
1293.199,True
1293.3,True
1293.399,True
1293.499,True
1293.599,True
1293.7,True
1293.8,True
1293.901,True
1293.999,True
1294.1,True
1294.2,True
1294.299,True
1294.4,True
1294.5,True
1294.6,True
1294.7,True
1294.8,True
1294.9,True
1294.999,True
1295.1,True
1295.199,True
1295.3,True
1295.4,True
1295.5,True
1295.599,True
1295.7,True
1295.8,True
1295.9,True
1295.999,True
1296.099,True
1296.2,True
1296.3,True
1296.4,True
1296.499,True
1296.6,True
1296.7,True
1296.8,True
1296.899,True
1297.0,True
1297.1,True
1297.199,True
1297.3,True
1297.4,True
1297.5,True
1297.599,True
1297.699,True
1297.799,True
1297.899,True
1297.999,True
1298.1,True
1298.199,True
1298.3,True
1298.399,True
1298.499,True
1298.599,True
1298.699,True
1298.8,True
1298.9,True
1299.0,True
1299.099,True
1299.2,True
1299.3,True
1299.4,True
1299.5,True
1299.6,True
1299.7,True
1299.799,True
1299.9,True
1299.999,True
1300.099,True
1300.2,True
1300.299,True
1300.399,True
1300.501,True
1300.599,True
1300.699,True
1300.8,True
1300.9,True
1300.999,True
1301.099,True
1301.199,True
1301.299,True
1301.399,True
1301.5,True
1301.599,True
1301.7,True
1301.8,True
1301.899,True
1302.0,True
1302.1,True
1302.199,True
1302.3,True
1302.4,True
1302.499,True
1302.599,True
1302.699,True
1302.8,True
1302.9,True
1302.999,True
1303.1,True
1303.2,True
1303.3,True
1303.399,True
1303.499,True
1303.599,True
1303.699,True
1303.8,True
1303.9,True
1303.999,True
1304.099,True
1304.2,True
1304.3,True
1304.4,True
1304.5,True
1304.6,True
1304.7,True
1304.8,True
1304.899,True
1305.0,True
1305.1,True
1305.199,True
1305.3,True
1305.4,True
1305.5,True
1305.6,True
1305.699,True
1305.799,True
1305.9,True
1305.999,True
1306.1,True
1306.199,True
1306.299,True
1306.399,True
1306.499,True
1306.599,True
1306.7,True
1306.799,True
1306.899,True
1306.999,True
1307.099,True
1307.2,True
1307.3,True
1307.4,True
1307.5,True
1307.6,True
1307.7,True
1307.8,True
1307.9,True
1307.999,True
1308.099,True
1308.199,True
1308.3,True
1308.4,True
1308.499,True
1308.599,True
1308.699,True
1308.799,True
1308.899,True
1308.999,True
1309.1,True
1309.2,True
1309.3,True
1309.399,True
1309.499,True
1309.599,True
1309.699,True
1309.799,True
1309.899,True
1309.999,True
1310.1,True
1310.199,True
1310.3,True
1310.4,True
1310.499,True
1310.599,True
1310.7,True
1310.799,True
1310.899,True
1311.0,True
1311.099,True
1311.2,True
1311.3,True
1311.4,True
1311.499,True
1311.599,True
1311.699,True
1311.8,True
1311.9,True
1311.999,True
1312.099,True
1312.199,True
1312.299,True
1312.4,True
1312.5,True
1312.599,True
1312.699,True
1312.799,True
1312.9,True
1312.999,True
1313.099,True
1313.199,True
1313.299,True
1313.399,True
1313.499,True
1313.599,True
1313.699,True
1313.8,True
1313.899,True
1314.0,True
1314.1,True
1314.2,True
1314.3,True
1314.4,True
1314.499,True
1314.599,True
1314.7,True
1314.799,True
1314.899,True
1314.999,True
1315.1,True
1315.199,True
1315.299,True
1315.399,True
1315.499,True
1315.599,True
1315.7,True
1315.8,True
1315.901,True
1315.999,True
1316.099,True
1316.2,True
1316.299,True
1316.4,True
1316.5,True
1316.6,True
1316.699,True
1316.8,True
1316.9,True
1316.999,True
1317.1,True
1317.2,True
1317.3,True
1317.4,True
1317.5,True
1317.6,True
1317.7,True
1317.8,True
1317.9,True
1318.0,True
1318.099,True
1318.2,True
1318.299,True
1318.399,True
1318.499,True
1318.599,True
1318.699,True
1318.8,True
1318.9,True
1318.999,True
1319.1,True
1319.2,True
1319.299,True
1319.399,True
1319.499,True
1319.599,True
1319.699,True
1319.8,True
1319.9,True
1319.999,True
1320.099,True
1320.199,True
1320.299,True
1320.399,True
1320.5,True
1320.6,True
1320.699,True
1320.799,True
1320.899,True
1320.999,True
1321.099,True
1321.199,True
1321.299,True
1321.399,True
1321.499,True
1321.599,True
1321.699,True
1321.8,True
1321.9,True
1322.0,True
1322.099,True
1322.199,True
1322.3,True
1322.399,True
1322.5,True
1322.6,True
1322.699,True
1322.8,True
1322.9,True
1322.999,True
1323.1,True
1323.2,True
1323.299,True
1323.399,True
1323.5,True
1323.599,True
1323.7,True
1323.8,True
1323.899,True
1323.999,True
1324.099,True
1324.199,True
1324.299,True
1324.4,True
1324.5,True
1324.599,True
1324.699,True
1324.8,True
1324.899,True
1325.0,True
1325.099,True
1325.199,True
1325.299,True
1325.399,True
1325.5,True
1325.599,True
1325.699,True
1325.799,True
1325.899,True
1325.999,True
1326.099,True
1326.2,True
1326.3,True
1326.4,True
1326.5,True
1326.6,True
1326.7,True
1326.799,True
1326.9,True
1326.999,True
1327.1,True
1327.2,True
1327.299,True
1327.4,True
1327.499,True
1327.599,True
1327.699,True
1327.8,True
1327.9,True
1328.0,True
1328.099,True
1328.2,True
1328.299,True
1328.4,True
1328.499,True
1328.599,True
1328.699,True
1328.8,True
1328.901,True
1329.0,True
1329.099,True
1329.2,True
1329.3,True
1329.4,True
1329.5,True
1329.6,True
1329.699,True
1329.799,True
1329.9,True
1329.999,True
1330.099,True
1330.2,True
1330.299,True
1330.399,True
1330.499,True
1330.6,True
1330.699,True
1330.8,True
1330.899,True
1331.0,True
1331.1,True
1331.199,True
1331.3,True
1331.399,True
1331.499,True
1331.6,True
1331.7,True
1331.8,True
1331.899,True
1332.0,True
1332.099,True
1332.2,True
1332.299,True
1332.399,True
1332.5,True
1332.6,True
1332.7,True
1332.8,True
1332.9,True
1333.0,True
1333.099,True
1333.2,True
1333.299,True
1333.4,True
1333.499,True
1333.6,True
1333.7,True
1333.799,True
1333.899,True
1334.0,True
1334.099,True
1334.2,True
1334.299,True
1334.4,True
1334.499,True
1334.599,True
1334.7,True
1334.8,True
1334.9,True
1334.999,True
1335.1,True
1335.2,True
1335.299,True
1335.399,True
1335.499,True
1335.599,True
1335.699,True
1335.799,True
1335.899,True
1336.0,True
1336.099,True
1336.199,True
1336.299,True
1336.399,True
1336.499,True
1336.6,True
1336.7,True
1336.8,True
1336.9,True
1337.0,True
1337.099,True
1337.2,True
1337.3,True
1337.4,True
1337.499,True
1337.599,True
1337.699,True
1337.8,True
1337.899,True
1338.0,True
1338.099,True
1338.2,True
1338.299,True
1338.4,True
1338.5,True
1338.6,True
1338.7,True
1338.799,True
1338.899,True
1338.999,True
1339.1,True
1339.199,True
1339.299,True
1339.399,True
1339.499,True
1339.599,True
1339.699,True
1339.799,True
1339.899,True
1339.999,True
1340.099,True
1340.2,True
1340.3,True
1340.399,True
1340.499,True
1340.599,True
1340.699,True
1340.799,True
1340.9,True
1341.0,True
1341.099,True
1341.199,True
1341.299,True
1341.399,True
1341.499,True
1341.599,True
1341.699,True
1341.8,True
1341.9,True
1341.999,True
1342.099,True
1342.2,True
1342.299,True
1342.399,True
1342.499,True
1342.599,True
1342.699,True
1342.799,True
1342.899,True
1343.0,True
1343.1,True
1343.199,True
1343.3,True
1343.399,True
1343.499,True
1343.6,True
1343.7,True
1343.8,True
1343.9,True
1343.999,True
1344.1,True
1344.199,True
1344.3,True
1344.4,True
1344.5,True
1344.6,True
1344.699,True
1344.799,True
1344.899,True
1345.0,True
1345.1,True
1345.2,True
1345.3,True
1345.399,True
1345.499,True
1345.6,True
1345.7,True
1345.799,True
1345.899,True
1345.999,True
1346.1,True
1346.2,True
1346.3,True
1346.4,True
1346.499,True
1346.6,True
1346.7,True
1346.8,True
1346.9,True
1346.999,True
1347.099,True
1347.199,True
1347.299,True
1347.4,True
1347.499,True
1347.599,True
1347.7,True
1347.799,True
1347.899,True
1348.0,True
1348.099,True
1348.199,True
1348.299,True
1348.399,True
1348.5,True
1348.6,True
1348.699,True
1348.8,True
1348.899,True
1348.999,True
1349.099,True
1349.199,True
1349.3,True
1349.399,True
1349.499,True
1349.599,True
1349.699,True
1349.8,True
1349.899,True
1350.0,True
1350.1,True
1350.199,True
1350.299,True
1350.399,True
1350.499,True
1350.6,True
1350.7,True
1350.799,True
1350.9,True
1350.999,True
1351.1,True
1351.199,True
1351.3,True
1351.399,True
1351.499,True
1351.599,True
1351.7,True
1351.8,True
1351.899,True
1352.0,True
1352.099,True
1352.2,True
1352.3,True
1352.4,True
1352.499,True
1352.6,True
1352.7,True
1352.8,True
1352.9,True
1353.0,True
1353.099,True
1353.2,True
1353.299,True
1353.399,True
1353.5,True
